"ppm","eng_sp1","eng_sp2","eng_sp3","eng_sp4","eng_sp5","fuel_sp1","fuel_sp2","fuel_sp3","fuel_sp4","fuel_sp5","gear_sp1","gear_sp2","gear_sp3","gear_sp4","gear_sp5","nav_sp1","nav_sp2","nav_sp3","nav_sp4","nav_sp5"
884.52,1.3,-0.28,1.09,6.51,10.25,13.89,15.85,6.71,35.19,1.3,9.1,27.58,7.88,36.4,9.2,36.95,33.81,13.47,12.82,12.4704325731649
1452.45,1.38,4.09,4.22,0.47,6.29,17,-5.41,-3.12,13.67,21.22,25.29,17.06,15.94,31.41,26.81,7.51,26.99,21.42,25.3,63.2499555478432
1236.91,1.1,1.98,0.75,2.73,-0.85,9.78,0.51,17.87,18.21,8.03,5.8,24.28,19.28,-6.05,58.45,23.95,21.91,-1.33,34.44,12.5150997249123
1217.87,0.95,-3.02,4.62,5.39,7.27,6.62,24.96,23.07,19.55,-11.01,4.54,15.38,41.49,4.39,18.73,23.5,16.1,-1.11,11.54,32.5849278844777
1285.83,1.05,2.72,7.19,11.56,1.37,12.34,0.2,13.64,1.69,13.81,-2.54,15.1,19.29,30.66,30,26.19,24.49,22.22,30.2,34.7254761496102
1339.1,1.92,1.86,1.15,0.96,7.92,15.94,6.7,22.79,-1.52,9.29,17.75,7.81,17.95,25.97,25.46,-14.93,35.51,25.95,-17.44,18.0467168179627
1330.96,-0.13,0.76,0.95,2.1,5.89,6.79,1.54,10.26,9.74,16.16,16.35,16.98,13,16.39,19.01,7.29,26.84,33.95,8.72,5.39963660432434
1913.7,2.15,5.16,1.75,11.43,7.56,14.28,18.48,4.41,-3.4,0.53,39.64,14.68,4.99,7.12,26.61,23.52,8,36.96,-5.22,15.207649557547
1331.7,0.75,1.16,2.41,3.13,9.28,1.91,8.25,0.46,8.89,21.45,12.44,4.64,7.8,28.05,-19.22,-10.11,25,35.51,29.07,28.6277551658451
1463.28,1.18,-0.48,5.25,2.29,14.08,4.75,3.44,16.16,6.55,-4.68,26.92,23.47,10.82,27.18,-20.25,5.61,12.54,29.24,3.72,59.9121786488514
1263.37,1.04,0.68,5.7,9.79,2.67,6.26,-7.66,-1.36,20.02,-0.42,15.39,30.78,11.75,36.2,3.05,18.47,3.89,-7.55,3.22,23.4049014191462
1343.11,2.5,2.97,6.4,-1.88,8.38,-3.11,-0.95,0.9,9.16,-4.23,17.04,22.93,1.92,19.87,-6.22,20.74,18.7,-12.99,7.93,-15.8251061578424
1322.11,3.57,3.03,5.01,2.63,-5.04,3.62,3.12,9.41,3.71,3.06,13.11,-1.36,-1.21,3.34,29.06,61.3,12.11,23.57,14.87,5.35831639552211
1365.38,-0.16,1.84,2.55,-8.06,6.38,4.52,11.57,32.15,1.1,1.18,16.49,24.14,12.93,10.78,26.18,27.31,52.44,-8.83,11.62,-0.445129620661888
1312.81,2.28,3.41,0.85,6.51,8.97,7.89,8.51,8.31,4.8,20.61,2.4,4.86,1.28,-18.62,14.95,-2.11,53.24,-8,5.31,35.1776824137532
1287.58,2.51,0.7,1.95,3.94,12.94,6.61,2.76,1.88,17.53,9.49,14.39,18.46,40.88,6.82,4.89,36.56,32.26,52.34,38.15,19.3934298005905
1308.63,0.91,0,1.68,1.11,8.68,8.32,3.53,3.85,-7.39,8.38,9.66,16.96,-7.59,3.4,-3.5,27.22,-8.07,32.54,18.87,5.54096132823329
1458.66,0.95,-0.36,2.11,5.31,7.72,3.28,-3.1,4.41,1.64,0.78,25.4,-0.58,-4.06,5.55,13.91,19.42,33.66,18.74,23.47,19.787954631632
1282.33,0.96,3.52,0.61,7.02,3.15,2.98,-1.23,6.02,4.53,7.01,3.57,7.9,-17.12,21.12,21.95,61.24,42.72,34.61,50.25,14.7202815639285
1453.61,0.35,3.7,5.89,10.2,6.86,-2.68,9.35,17.4,15.11,-5.19,27.19,15.37,24.37,13.72,26.89,52.29,-4.77,16.98,8.59,22.868746910057
1486.88,0.31,0.73,0.35,12.31,-0.84,3.44,2.76,15.68,2.11,0.94,26.43,1.31,19.34,15.5,33.76,8,19.11,1.69,44.46,43.7248468741879
1325.18,1.69,5.21,2.17,6.4,3.39,6.23,7.26,-0.84,6.33,11.36,13.93,15.42,31.3,28.91,14.53,17.21,27.05,28.12,-10.57,4.93985065193696
1404.39,-0.58,4.43,3.56,1.28,0.46,-2.8,-1.77,16.03,7.32,25.03,20.64,1.55,5.04,22.63,2.5,-1.33,2.2,14.25,59.84,8.66472535734665
1390.94,1.78,2.16,5.75,5.74,7.96,7.83,9.1,17.8,11.31,18.73,22.29,-2.98,-9.29,11.05,-12.96,12.86,54.94,29.06,9.63,40.5408838608265
1408.9,0.11,0.46,0.88,3.18,2.74,5.72,12.06,5.87,13.75,5.77,24.06,-1.69,9.16,-17.12,34.53,24.11,11.97,-5.48,5.45,25.5858390526433
1293.58,0.49,2.39,2.97,5.22,16.33,11.24,-3.08,24.17,2.74,5.29,-1.7,5.46,8.65,-1.78,16.3,26.83,3.01,-11.18,14.94,14.5909697857445
1303.39,2.03,1.03,6.71,8.15,3.89,3.98,6.02,12.49,12.36,12.13,10.53,-3.47,17,43.42,14.89,5.67,21.27,47.41,-6.38,-9.84841865126203
1302.17,1.42,1.19,-3.37,10.69,7.98,12.71,21.74,6.44,9.22,1.37,-9.84,2.97,16.94,13.97,25.39,4.86,1.5,25.18,-1.04,20.7668602700077
1176.01,0.05,1.18,4.08,0.08,6.31,4.25,3.87,12.28,24.72,12.85,14.25,6.27,1.75,3.9,31.84,16.97,48.62,33.57,8.08,14.4704894937645
1271.62,0.95,0.74,2.37,5.25,0.52,6.44,2.13,-6.4,10.93,-0.53,-10.94,25.73,6.29,22.35,41.08,23.76,50.46,-3.07,23.56,17.8062784683597
1307.3,2.01,0.91,3.37,2.51,5.11,21.15,6.76,14.66,13.91,11.75,13.41,30.54,8.54,21.45,44.57,12.66,26.1,31.48,-4.56,49.3211131851367
1326.7,1.6,2.43,4.49,-6.46,4.67,11.94,0.14,10.55,0.47,12.52,15.73,14.28,5.41,13.47,-14.02,22.52,32.49,20.55,8.44,9.3720830469854
1371.08,1.23,0.27,5.49,7.43,0.8,-4.12,1.22,-2.24,-4.89,-1.34,18.86,12.05,12.07,16.03,24.94,-1.49,31.85,26.33,52.91,6.38672090628398
1370.33,2.03,2.45,4.97,6.86,8.69,8.06,4.78,19.22,4.88,9.19,18.86,14.36,5.33,16.47,-4.68,8.78,7.04,10.81,9.53,71.2568228905842
1312.94,1.13,1.54,-1.13,6.35,1.51,1.44,7.17,-7.03,0.86,0.53,9.76,-16.41,2.91,30.22,78.09,-1.69,28.11,0.76,2.78,0.321683668431735
1298.3,2.65,-2.36,8.76,2.3,1.99,14.73,9.15,19.88,-3.61,-0.36,-0.71,-13.07,0.3,39.66,22.15,20.48,42.22,14.09,22.71,7.1938359761486
1360.22,0.68,2.33,1.79,7.16,11.34,2.47,5.38,12.17,21.29,30.71,23.77,-2.95,18.14,-2.1,28.56,6.95,50.66,-8.37,26.8,-3.14421077206614
1319.16,1.39,1.65,1.95,-3.04,6.41,9.36,18.22,0.35,-0.54,-13.04,10.02,5.3,8.18,27.65,19.48,38.52,15.83,-21.45,0.76,14.908845597597
1310.33,2.83,3.13,1.5,0.64,1.72,1.45,2.72,10.31,11.11,6.78,3.74,18.98,2.26,49.91,14.03,37.14,14.06,20.35,-14.07,28.1386579223488
1435.03,0.37,0.12,3.3,8.71,-1.15,5.1,6.27,1.48,1.01,9.69,24.24,15.98,21.17,-7.41,3.89,12.76,43.05,33.78,8.78,43.9152030643071
1321.91,1.04,2.7,5.07,-0.98,7.21,0.8,6.38,-0.49,-11.31,7.7,5.05,12.2,5.35,28.46,-9.57,2.99,2.2,3.03,-3.8,-1.05200439860318
1288.34,2.03,2.7,4.38,3.88,-2.97,15.71,8.19,2.41,15.76,18.81,9.17,6.31,26.24,27.45,-18.81,29.88,26.57,43.18,10.24,27.3154985525686
1310.76,0.83,5.33,3.81,4.39,9.85,14.15,21.33,8.72,-0.46,6.62,11.89,6.17,17.96,24.06,18.43,25.78,0.23,-3.55,34.65,52.7544083082416
1635.16,2.07,4.24,2.42,10.06,2.35,8.02,11.31,18.37,2.85,15.51,33.2,17.64,7.78,16.31,33.39,25.6,16.53,-5.96,7.18,7.38283861537823
1298.54,0.86,0.34,7.62,3.27,7.02,8.17,21.74,16.56,11.88,23.19,13.82,12.89,7.25,26.72,16.14,4.37,29.77,50.33,11.29,24.5886293869995
1286.2,-0.24,-0.33,3.26,7.21,3.02,4.45,1.85,8.94,10.47,28.07,-3.69,10.03,10.74,-14.99,-2.17,9.67,40.49,31.34,28.26,35.6742070230233
1292.76,0.83,1.49,4.96,7.43,3.88,3.81,2.59,17.54,-2,10.88,-3.02,12.84,13.52,9.6,5.66,40.83,32.53,-13.68,10.08,21.7797607908727
1332.51,0.43,-2.08,9.8,8.61,2.86,0.17,2.26,14.3,4.08,6.92,16.94,13.22,14.68,32.36,1.66,10.96,27.37,26.13,17.81,47.2465055572286
1025.22,2.82,-0.3,2.35,6.84,6.33,9.72,-2.61,2.65,30.79,1.29,7.8,24.12,-3.15,-8.45,21.37,35.37,11.68,30.99,24.61,61.7473061896335
1418.98,2.36,1.85,5.54,6.36,8.91,4.27,2.9,7.1,8.99,9.72,23.32,-19.81,30.26,17.84,11.22,15.54,15.65,25.34,19.34,41.5909250154074
1224.38,-0.34,1.6,1,5.95,4.97,5.51,15.19,20.83,-1.12,34.91,-17.78,3.39,7.14,6.83,10.24,13.67,4.8,28.55,34.54,11.3240217367104
1345.13,0.52,1.29,0.19,2.68,-3.93,8.99,16.84,12,12.88,4.47,18.02,-8.23,13.41,6.29,14.9,11.49,27.56,3.29,-4.33,38.4879687667146
1344.32,1.21,3.29,-0.45,4.39,6.2,3.53,7.24,17.76,3.7,-10.4,17.14,-3.04,26.44,8.04,-11.42,19.25,27.15,32.07,29.8,3.73544685400417
1585.9,1.31,5.85,0.05,3.61,-1.21,5.08,12.37,-0.02,13.34,10.97,32.06,33.78,-7.07,23.44,35.71,32.66,9.09,43.09,23.66,15.5772168100154
1257.93,1.02,-2.09,3.37,2.2,0.1,3.51,8.93,25.57,15.63,13.81,10.86,4.27,-10.99,0.23,17.52,-1.05,3.72,11.45,25.47,5.61212225886161
1313.14,2.23,-0.21,2.55,-0.3,0.22,2.48,15.02,16.58,8.13,0.34,-3.99,-3.43,-1.77,14.34,34.16,40.39,37.65,-21.47,14.33,30.2613423734156
1306.09,0.88,3.01,2.49,-1.2,4.26,15.87,-4.75,0.59,7.79,22.02,3.43,12.38,20.23,0.63,39.26,-5.74,-3.27,17.27,21.84,25.3577877751188
1536.32,0.81,2.39,3.47,7.84,-8.63,10.14,-2.09,8.88,4.52,-1.24,29.4,15.66,9.1,11.3,-5.45,49.02,36.21,22.86,29.74,9.87757894510054
1361.01,2.84,2.26,0.78,4.98,5.7,14.21,2.23,9.61,11.7,6.07,18.51,23.89,-3.7,0.11,1.91,20.87,26.07,4.72,-6.6,19.8435697777832
1269.57,1.06,1.09,8.7,-0.51,4.94,-4.54,10.75,2.08,17.02,22.16,6.68,16.36,23.57,16.71,34.24,-0.93,9.94,15.74,25.43,-4.26017509484055
1309.57,0.99,2.51,-2.88,0.24,13.39,2.91,14.6,6.67,5.54,19.88,3.89,8.7,4.57,17.21,22.74,10.55,26.65,35.28,15.88,18.561832717022
1306.79,1.49,2.8,-4.79,-1.37,3.15,6.21,19.13,21.35,-2.87,20.5,-3.43,0.44,2.17,28.43,6.05,5.01,35.26,-1.55,21.52,14.0260610885345
1314.79,1.28,4.85,0.97,3.14,7.86,2.91,20.9,-0.03,4.53,26.91,-6.47,35.08,-2.4,11.79,25.74,6.61,-11.28,23.98,23.76,0.418708913994998
1362.99,1.72,4.12,-2.94,8.38,-3.19,-0.84,12.27,27.22,13.24,5.05,21.73,-0.22,5.19,-5.5,-6.5,22.2,-7.06,16.43,24.77,18.6159693373276
1294.49,0.14,-0.34,2.06,4.4,10.3,6.05,0.64,7.74,4.8,-6.23,9.41,28,20.93,14.28,33.87,42.17,21.29,56.33,18.45,-10.4886708828539
1328.05,0.91,3.8,4.51,-4.98,0.18,14.71,8.34,15.01,1.25,-2.08,17.24,22.05,24.54,19.24,53.02,9.7,24.57,35.97,18.37,38.9883056746343
1148.51,-0.62,-0.27,6.14,1.19,9.93,6.99,9.26,13.36,25.63,20.91,-1.82,26.63,12.11,35.6,-5.53,32.56,-5.67,-17.4,21.55,44.3695147638943
1292.45,-1.4,5.97,5.75,-0.75,-1.46,6.79,1.62,8.81,7.44,16.73,-2.76,29.68,9.56,-13.32,30.99,22.39,-7.91,47.83,50.55,54.0967333122517
1306.99,1.43,-1.13,-0.33,3.4,5.01,-10.29,2.78,5.62,4.91,3.44,3.62,-4.92,13.71,-3.96,12.87,10.19,15.26,34.83,7,35.5606259908554
1230.98,1.58,5.66,11.41,5.83,7.46,6.23,19.49,0.93,19.57,6.23,3.49,6.45,-6.33,5.97,-2.49,13.78,-16.13,-11.48,15.67,-2.51227799445257
1313.74,0.92,2.28,3.46,1.98,9.41,-1.15,7.16,10.75,20.81,9.73,21.16,8.86,24.77,-0.29,20.82,13.22,17.61,32.85,14.9,36.6409660262
1402.65,1.18,2.41,3.29,9.79,14.81,-4.3,12.21,-6.18,7.7,19.87,20.98,-18.7,22.77,20.01,33.5,-22.29,39.01,29.83,39,15.3757868447931
1328.91,2.96,2.78,2.22,9.25,0.24,5.55,9.41,6.84,4.62,10.56,15.07,17.67,6.46,22.37,-5.07,3.47,-4.23,29.47,24.95,10.3793916519833
1314.09,0.83,2.23,7.36,3.43,13.66,18.8,7.64,9.27,14.62,10.19,9.56,10.52,8.05,7.37,-12.72,26.24,41.21,24.42,31.48,-3.13210281682494
1296.56,0.69,5.09,4.2,5.05,-1.62,9.28,-0.6,11.57,3.14,13.41,8.49,12.7,25.23,24.42,23.37,28.49,41.48,33.05,10.51,16.070439899147
1264.95,0.81,0.13,6.03,3.4,-6.57,6.25,9.77,6.6,16.47,-3.12,9.24,5.01,9.57,10.93,19.53,25.27,-1.73,-9.97,-3.12,39.9854270730715
1258.69,0.44,2.07,-3.73,2.6,5.18,12.12,4.36,9.25,8.89,16.84,-7.71,15.95,36.08,19,11.12,40.66,46.07,-14.24,51.33,27.6897272798896
1332.55,2.79,1.15,-3.14,7.83,10.45,8.17,-3.34,3.85,15.49,28.87,18.92,9.07,-1.16,-9.83,36.77,25.56,2.03,12.82,29.15,6.22975331940354
1353.22,0.56,1.12,1.33,4.24,2.7,7.55,1,3.56,11.11,34.73,17.51,28.78,27.1,-7.76,15.31,8.34,7.9,5.35,25.6,44.6376988739971
1307.79,2.97,2.04,4.62,8.55,12.97,20.47,1.4,0.99,14.09,-2.08,15.16,-4.49,-9.73,-4.92,7.43,10.77,17.74,1.93,-14.6,30.0689625618155
1287.45,0.37,1.02,3.82,3.01,8.22,6.91,6.21,2.15,1.54,-8.39,6.63,-4.85,13.87,5.55,9.81,13.48,14.33,32.9,5.71,11.1612157784673
1385.65,0.15,3.88,0.6,1.4,13.75,1.06,7.55,21.67,14.52,19.17,22.24,6.68,27.44,-0.58,5,19.62,4.76,6.94,7.53,33.1035124859661
1210.33,0.5,1.5,3.4,3.16,2.18,-0.9,-8.77,5.77,20.55,22.76,7.63,15.19,13.64,6.63,5.35,27.54,8.14,19.11,13.28,2.58887576160806
1305.71,1.71,4.24,3.81,1.76,-2.01,4.28,3.31,-7.15,-2.23,3.16,-3.67,23.48,2.82,12.07,8.69,2.68,44.15,27.64,4.65,4.8068422241209
1204.13,2.1,5.38,3.72,-0.26,6.2,17.32,5.89,8.8,24.49,22.21,16.11,28.34,20.88,5.76,-12.43,20.61,19.47,7.81,36.7,1.73919640405235
1321.31,2.73,3.84,7.4,6.91,2.47,9.51,-8.89,1.49,14.5,22.3,16.22,-3.19,6.24,13.9,10.28,-6.27,35.07,21.94,43.7,33.7569760108463
1290.97,0.69,2.29,2.87,-1.77,-2.09,2.97,10.15,-0.56,8.16,7.79,0.6,9.84,6.1,-14.44,25.03,9.72,23.42,36.24,25.06,8.6964448642991
1361.61,-0.58,-2.85,2.93,0.38,5.17,3.37,11.54,11.23,3.67,5.73,17.3,3.98,5.25,5.6,-7.51,20.05,20.59,13.33,51.73,4.33622707513985
1358.52,1.7,2.68,2.27,-2.17,0.65,4.9,4.97,-7.36,-15.01,21.76,4.11,-1.76,17.73,3.73,19.17,8.89,30.72,5.87,31.8,1.29742950031707
1301.78,1.66,0.18,1.69,9.39,8.27,4.71,11.01,4.43,-1.76,2.59,3.53,19.62,14.39,3.33,7.65,9.52,13.44,2.18,-27.96,17.6128297166614
1289.51,1.43,3.13,-5.58,4.1,5.31,-1.9,6.18,3.2,7.03,9.97,4.98,36.58,15.37,8.89,19.37,22.91,20.1,45.49,18.57,-22.5483457236243
1394.2,1.76,0.37,-3.01,3.86,1.92,1.57,7.3,8.09,13.73,7.11,22.1,5.5,19.21,5.04,23.27,-1.07,16.29,24.92,15.21,7.70099248047722
1336.84,1.33,0.44,3.93,-4.09,2.87,7.58,10.77,10.47,-4.98,3.09,4.25,-4,12.88,9.67,21.77,60.67,30.65,14.41,5.62,53.0278467604997
1292.61,0.85,-1.1,1.16,5.11,-1.12,-2.15,21.92,-2.23,12.21,-5.18,13.24,36.79,4.9,9.13,29.11,29.59,2.12,-4.59,52.72,26.7695143717557
1277.75,1.72,2.19,3.77,13.88,1.5,3.69,20.45,12.4,15.58,3.67,13.26,19.28,15.21,-27.18,25.74,-3.43,1.35,42.23,26.18,8.77139335389973
1308.34,2.08,0.9,1.2,3.63,9.48,11.41,17.41,14.76,5.05,37.88,9.41,18.83,1.2,12.95,11.9,11.48,-6.42,6.33,30.41,-11.4601530655204
1251.26,1.68,3.25,0.61,6.92,3.65,15.58,10.45,10.34,19.37,13.88,12.48,18.12,12.71,-9.38,20.37,7.52,6.32,-2.66,-11.91,25.7328357615383
1352.74,1.62,-0.81,8.57,4.28,-1.46,2.27,-0.84,2.6,12.74,20.67,20.41,13.69,23.02,7.81,1.98,74.27,13.69,8.13,27.44,35.3739148077619
1349.67,2.17,3.63,2.03,-3.66,0.17,13.86,9.86,10.97,-3.34,0.7,17.38,27.77,8.19,16.08,15.24,20.71,25.73,11.05,19.46,2.07546327147782
1317.57,2.24,0.93,1.37,4.55,1.26,8.54,1.58,15.9,-9.36,24.15,8.57,23.69,-3.12,26.87,9.43,19.53,2.59,34.27,2.6,60.7856494272334
1358.15,2.01,0.67,5.8,7.39,3.85,-10.76,8.89,8.98,5.26,2.87,19.23,15.82,26.16,18.59,12.81,35.02,4.46,3.84,11.69,16.8109572062062
1266.12,1.14,4.76,-0.28,-0.82,4.06,-0.68,4.08,10.04,5.29,5.12,-14.3,13.71,-5.56,4.21,17.13,11.07,-4.29,24.94,57.34,17.2759327586237
1280,2.37,4.25,3.45,0.86,18.56,9.87,13.02,10.56,13.67,12.03,2.39,3.32,18.93,7.89,30.71,33.64,2.16,39.16,13.9,29.8797217252008
1296.79,0.02,2.79,-0.53,2.78,5.87,-0.24,0.51,13.91,6.97,14.36,5.2,-2.25,-2.29,4.21,6.31,-4.35,18.28,-9.8,26.8,21.7079575171493
1323.8,1.77,0.58,5.21,2.44,7.41,8.44,8.99,-2.97,5.43,10.28,10.67,-1.55,11.97,39.6,29.73,28.83,10.75,15.04,21.09,-7.86134120409918
1366,-0.4,3.96,7.37,-1.92,7.07,10.05,2.46,-5.34,3.23,22.26,17,25.83,9.03,6.68,12.34,-2.2,20.4,19.01,43.26,32.5354082721564
1316.96,1.09,-0.33,-2.81,2.84,7.06,6.64,1.93,4.64,2.61,1,7.57,-7.85,27.05,31.52,13.99,18.87,6.44,33.66,24.48,-13.2449995055616
1317.43,2.42,-0.02,3.54,1.75,-1.15,7.48,15.53,6.46,0.92,21.25,11.45,-3.33,30.69,20.62,40.64,27.94,15.06,10.29,21.3,44.8543561997064
1308.79,1.75,1.91,2.83,11.83,-4.43,4.78,6.15,15.73,8.07,3.25,7.7,21.83,9.21,1.81,26.88,11.37,17.98,-15.39,35.96,22.7552427695448
1579.37,-0.57,0.29,1.21,8.9,7.28,4.29,15.85,2.45,9.82,29.46,30.34,17.49,20.15,25.61,-3.03,27.89,22.67,-2.11,-18.1,38.9271837869142
1369.82,1.4,2.04,10.06,5.94,11.34,-3.2,11.57,18.26,10.54,25,18.5,14.87,-10.28,2.71,-4.55,-1.04,26.51,37.21,4.09,15.3450488746763
1292.92,2.1,7.04,4.61,5.62,8.09,5.78,5.4,3.62,13.23,19.71,7.4,14.72,15.54,-5.75,-21.73,19.49,23.34,6.72,36.59,31.5455521275231
1341.9,0.97,1.12,0.54,2.99,7.73,8.69,5.48,2.59,-12.51,14.36,-1.42,3.19,3.92,3.29,17,24.45,33.17,-6.42,-5.23,2.19556731283174
1328.09,0.67,2.16,2.35,7.72,3.61,8.09,11.29,12.76,5.32,4.85,11.97,12.42,17.75,21.89,30.41,-8.77,28.49,-2.32,46.55,45.0670368483702
1219.21,1.38,2.99,6.55,11.12,-0.85,2.3,18.64,14.03,21.24,7.22,12.55,5.77,34.1,16.58,2.51,20.89,-4.33,22.65,28.58,-2.3971435551061
1488.39,0.57,8.16,2.45,0.73,8.49,8.93,10.91,-12.06,8.88,8.04,26.52,15.15,16.58,27.76,21.99,33.89,-1.46,14.6,16.08,34.5468113336728
1342.95,1.23,3.6,-3.77,8.47,6.8,4.33,-0.77,-0.14,9.13,24.3,13.94,11.32,5.91,-17.86,3.19,8.65,51.95,16.03,40.22,34.9565908665537
1351.6,1.24,-0.69,4.18,7.84,-0.65,6.4,11.94,-1.08,2.29,18.21,18.93,17.1,12.24,-1.64,11.09,21.12,4.17,27.61,77.78,34.5033146663716
1542.77,-0.08,0.63,-0.15,0.87,7.68,8.79,9.07,5.42,15.08,18.13,30.19,3.18,6.9,-0.9,38.32,25.98,2.21,0.45,-2.11,-0.639566518611538
1329.85,-1.3,1.29,0.69,2.21,6.78,3.38,5.09,6.94,9.1,16.44,11.21,13.99,-1.43,7.14,3.31,30.51,44.26,57.24,35.09,23.4756221655092
1166.17,1.33,1.66,2.91,0.6,0.04,17.99,3.43,-1.74,22.76,-0.27,-3.07,5.99,31.5,22.42,14.2,14.97,14.77,16.01,39.09,37.7676563380429
1252.06,0.56,1.95,1.12,5.3,6.39,1.08,17.31,4.7,17.49,11.42,3.31,31.57,13.64,3.94,9.06,3.91,5.47,-9.46,26.33,10.7698375046008
1189.53,2.24,2.07,0.6,3,15.01,10.99,19.33,21.21,24.36,5.57,13.37,-0.21,-6.45,-1.82,3.21,8.38,22.35,20.14,16.54,21.4416107950515
1400.14,-0.32,2.24,0.05,0.64,1.07,2.79,2.34,19.98,5.16,5.12,23.32,27.28,5.98,19.25,22.88,21.44,19.38,44.77,-12.26,57.2174213458609
1234,0.84,3.1,1.83,9.32,2.77,3.36,9.28,8.68,20.49,0.22,-1.46,4.86,24.01,10.72,31.07,30.42,21.87,18.91,22.2,18.1559069491383
1290.39,0.52,4.35,4.63,3.23,3.24,12.59,-8.68,3.56,15.24,-0.24,11.21,17.51,16.08,-16.25,-0.35,-10.43,0,20.46,-3.09,17.1926150577952
1351.63,1.5,-1.19,3.03,-0.76,10.63,-7.8,3.81,10.24,5.71,11.97,18.13,9.54,23.91,16.4,7.76,9.74,15.27,4.17,30.45,-18.6151696515825
1327.79,0.21,-0.92,3.47,5.59,8.82,1.65,-2.9,3.76,-0.99,0.66,11.88,7.86,22.81,4.28,22.14,32.69,45.09,7.15,16.46,24.8508890940354
1323.95,0.41,1.93,2.79,11.48,5.61,3.28,-0.43,3.58,10.53,8.39,14.82,-7.59,19.04,33.61,17.04,24.24,20.9,23.93,-4.51,4.09096487439034
1287.88,0.62,-1.5,0.84,4.29,2.83,-2.37,6.41,1.99,14.77,15.25,16.85,8.91,12.91,-8.22,15.75,11.9,37.13,27.96,8.36,31.5505509890915
1298.76,0.31,4,0.5,0.1,8.82,1.24,9.76,7.49,23.57,7.26,23.18,18.31,9.96,11.99,-13.11,69.01,17.04,21.25,-13.54,38.6926296333276
2151.15,1.05,2.38,2.86,2.64,-3.32,4.76,15.85,17.58,5.65,16.67,44.26,2.9,25.81,16.7,18.49,0.44,41.42,25.27,39.35,29.9334024160247
1850.42,0.83,1.52,9.07,4.55,9.78,8.41,-1.01,15.58,21.97,3.54,40.56,11.32,3.61,9.43,13.12,49.72,16.01,23.45,10.99,7.30615717088905
1248.1,1.25,3.95,3.9,4.98,1.18,8.13,-2.51,20.45,17.12,15.64,0.3,12.61,11.07,23.26,7.82,-16.92,47.45,-48.49,17.36,16.2526101892267
1281.26,1,2.83,0.2,9.53,1.09,12.15,22.38,2.01,4.59,7.44,-1.05,36.72,-12.74,45.62,11.8,16.83,-14.6,36.05,14.55,38.8960373969944
1347.47,2.34,3.05,1.7,-6.51,1.2,19.85,4.73,-1.38,21.35,-4.17,23.62,15.27,31.27,11.8,31.28,29.52,48.1,-3.16,13.43,37.4395787382971
1308.22,1.34,6.52,6.7,6.47,2.49,17.09,18.15,5.23,-7.84,1.82,15.39,-2.64,13.43,-6.95,3.82,36.06,2.05,7.98,27.15,24.4673905306797
1305.8,1.93,5.71,5.74,4.44,-0.62,1.75,2.66,13.45,7.9,8.62,10.57,10.16,-8.84,23.22,36.93,36.15,41.38,-1.52,2.48,43.2839379143651
1303.92,-0.15,1.79,0.78,5.9,8.47,12.34,10.74,10.04,9.18,17.44,13.95,12.64,16.55,16.09,2.17,-10.64,51.04,1.03,-3.85,15.9757834288057
1249.27,-0.64,3.9,2.02,1.63,-0.74,8.4,12.43,8.15,18.03,9.35,6.46,17.95,-8.51,0.91,3.86,1.17,26.94,-15.53,13,29.8104079130325
1349.02,1.77,4.07,1.92,0.66,7.58,6,3.5,10.49,13.42,11.9,21.45,14.56,18.99,-19.18,39.22,35.12,-2.72,39.34,41.43,16.3686856735935
1340.33,1.66,2.37,4.87,7.12,3.99,0.43,-1.34,-4.99,9.79,40.24,5.95,1.84,-0.16,21.96,2.64,41.01,33.98,22.28,32.83,22.5645287125929
1273.61,-0.05,2.32,-1.18,-0.13,2.95,-1.91,8.58,5.63,7.99,8.49,-6.65,20.26,17.23,23.51,29.22,23.94,22.46,44.49,48.59,14.4408025252887
1263.27,1.81,0.29,1.81,7.6,-3.37,14.53,7.65,-10.12,10.49,7.11,-13.51,24.85,12.71,21.45,13.28,26.08,-11.22,57.31,18.37,48.37330092137
1318.02,1.75,3.6,4.07,3,5.75,14.44,3.79,-1.05,1.63,13.18,8.23,5.38,-6.6,-17.79,4,48.33,16.5,29.66,0.08,26.1438010121608
1316.13,2.95,3.05,-0.97,2.17,-0.24,6.43,17.49,2.5,9.6,1.52,4.75,30.92,9.37,13.66,9.73,24.7,6.58,18.02,15.18,16.9109294683878
1251.2,1.2,3.31,5.64,7.15,5.85,4.95,20.74,7.76,9.52,21.76,-18.36,5.87,3.46,16.67,11.11,30.31,30.71,9.21,4.83,0.728869361596388
1279.38,0.18,0.99,1.2,3.03,12.62,3.07,24.24,8.01,18.35,5.12,13.35,31.61,33.82,14.8,39.9,17.62,3.98,39.97,30.37,43.2840100835804
1205.14,0.69,1.49,-0.16,9.07,9.33,3.72,4.91,10.16,10.56,8.02,-18.46,-5.61,-9.59,14.94,33.78,43.98,17.45,10.02,47.55,7.8214154745917
1325.05,1.59,4.42,8.4,4.12,10.54,15.94,1.75,9.64,12.58,9.93,19.5,14.25,-7.66,-6.98,57.35,8.6,0.77,18.44,-0.14,10.1337348454622
1336.53,1.13,2.06,1.32,6.44,9.64,-0.46,1.4,2.45,8.31,6.03,16.47,-2.64,20.43,11.78,19.01,7.36,9.39,0.41,-2.95,35.2764900724653
